image_path,C0_dim0_1,C0_dim0_2,C0_dim0_3,C0_dim0_4,C0_dim0_5,C0_dim0_6,C0_dim0_7,C0_dim0_8,C0_dim0_9,C0_dim0_10,C0_dim0_11,C0_dim0_12,C0_dim0_13,C0_dim0_14,C0_dim0_15,C0_dim0_16,C0_dim0_17,C0_dim0_18,C0_dim0_19,C0_dim0_20,C0_dim0_21,C0_dim0_22,C0_dim0_23,C0_dim0_24,C0_dim0_25,C1_dim0_1,C1_dim0_2,C1_dim0_3,C1_dim0_4,C1_dim0_5,C1_dim0_6,C1_dim0_7,C1_dim0_8,C1_dim0_9,C1_dim0_10,C1_dim0_11,C1_dim0_12,C1_dim0_13,C1_dim0_14,C1_dim0_15,C1_dim0_16,C1_dim0_17,C1_dim0_18,C1_dim0_19,C1_dim0_20,C1_dim0_21,C1_dim0_22,C1_dim0_23,C1_dim0_24,C1_dim0_25,C2_dim0_1,C2_dim0_2,C2_dim0_3,C2_dim0_4,C2_dim0_5,C2_dim0_6,C2_dim0_7,C2_dim0_8,C2_dim0_9,C2_dim0_10,C2_dim0_11,C2_dim0_12,C2_dim0_13,C2_dim0_14,C2_dim0_15,C2_dim0_16,C2_dim0_17,C2_dim0_18,C2_dim0_19,C2_dim0_20,C2_dim0_21,C2_dim0_22,C2_dim0_23,C2_dim0_24,C2_dim0_25,C0_dim1_1,C0_dim1_2,C0_dim1_3,C0_dim1_4,C0_dim1_5,C0_dim1_6,C0_dim1_7,C0_dim1_8,C0_dim1_9,C0_dim1_10,C0_dim1_11,C0_dim1_12,C0_dim1_13,C0_dim1_14,C0_dim1_15,C0_dim1_16,C0_dim1_17,C0_dim1_18,C0_dim1_19,C0_dim1_20,C0_dim1_21,C0_dim1_22,C0_dim1_23,C0_dim1_24,C0_dim1_25,C1_dim1_1,C1_dim1_2,C1_dim1_3,C1_dim1_4,C1_dim1_5,C1_dim1_6,C1_dim1_7,C1_dim1_8,C1_dim1_9,C1_dim1_10,C1_dim1_11,C1_dim1_12,C1_dim1_13,C1_dim1_14,C1_dim1_15,C1_dim1_16,C1_dim1_17,C1_dim1_18,C1_dim1_19,C1_dim1_20,C1_dim1_21,C1_dim1_22,C1_dim1_23,C1_dim1_24,C1_dim1_25,C2_dim1_1,C2_dim1_2,C2_dim1_3,C2_dim1_4,C2_dim1_5,C2_dim1_6,C2_dim1_7,C2_dim1_8,C2_dim1_9,C2_dim1_10,C2_dim1_11,C2_dim1_12,C2_dim1_13,C2_dim1_14,C2_dim1_15,C2_dim1_16,C2_dim1_17,C2_dim1_18,C2_dim1_19,C2_dim1_20,C2_dim1_21,C2_dim1_22,C2_dim1_23,C2_dim1_24,C2_dim1_25,label
05_DEBRIS/debris (26).tif,0.0,0.0285,5.6338,2.1217,0.4242,0.0,0.3903,1.6229,0.2697,0.0,0.0,0.8025,0.1675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4468,44.6233,95.0548,0.0,0.0,0.0,14.1611,0.9947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0154,1.3707,0.6927,0.1735,0.0,0.5809,0.0,0.2093,0.0,0.0,0.1931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5415,27.2071,11.5089,9.3434,4.8568,0.0,6.7927,5.2833,5.7591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1579,1.1945,0.6368,0.0747,0.0,1.2045,0.0,0.0,0.0,0.0,0.1994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0914,29.0886,14.507,10.1589,0.0,0.0,6.3493,5.435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
05_DEBRIS/debris (27).tif,0.02,0.4267,2.5952,6.77,0.5616,0.0,0.5766,0.6266,0.0,0.0,0.0,1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3022,2.4578,69.0757,97.0532,0.0,0.0,1.2894,14.7812,5.1977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8189,2.189,0.4009,0.0886,0.0,0.3931,0.1063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3881,36.2812,10.4604,6.2892,1.396,0.0,3.7105,3.475,1.8364,0.0,0.0,1.3844,0.0,0.0,0.0,0.0,4.6427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2246,5.3392,1.429,0.2705,0.0,0.3639,0.1098,0.0934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4283,36.9648,12.2182,6.0437,0.0,1.6991,3.667,1.8819,0.0,0.0,0.0,5.4306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
05_DEBRIS/debris (28).tif,0.0,0.6272,3.1844,2.5424,0.7893,0.0,1.4104,0.7078,0.6928,0.0,0.0,1.465,0.0,0.0,0.0,0.0,0.2485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2449,5.4066,16.1089,140.0886,0.0,0.0,3.0301,9.58,0.7652,0.0,0.0,1.5915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2441,1.3583,1.2855,0.6175,0.1712,0.6625,0.3877,0.5268,0.2004,0.0,0.7482,0.0,0.0,0.0,0.0,0.7691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.692,11.9629,8.5303,8.2758,14.9244,0.0,1.8268,1.8684,3.9858,0.0,0.0,1.5362,2.9755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9145,1.7448,1.5326,0.3704,0.2113,0.8252,0.3731,0.3649,0.0,0.0,1.1987,0.0,0.0,0.0,0.0,0.5035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4545,16.0875,14.5778,45.4843,0.0,1.2298,7.6502,4.648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
05_DEBRIS/debris (29).tif,0.0,1.8146,3.906,1.0635,0.4138,0.0,2.289,2.3015,0.0,0.0,0.1785,0.7441,0.1868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2407,6.6335,31.4606,44.8724,0.0,0.0,0.8158,29.3816,6.3929,0.0,0.0,1.5915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4971,3.7902,0.5193,0.1874,0.1059,0.8131,0.7233,0.0,0.0,0.0,0.0,0.3731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1663,12.6604,20.2484,9.9087,3.1137,0.0,3.195,15.4642,3.1593,0.0,0.0,1.5915,4.062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0265,3.9901,2.7645,0.4054,0.1705,0.1209,1.9924,0.4207,0.0,0.0,0.0,0.1905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6732,19.4357,33.233,12.1261,0.0,0.0,9.1142,16.4464,0.0,0.0,0.0,3.047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
05_DEBRIS/debris (30).tif,0.0,4.1172,12.7261,1.749,0.1066,0.0,4.3823,1.7941,0.0914,0.0,0.0,0.0,0.1795,0.0,0.0,0.0,0.2777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.176,73.538,110.6874,0.0,0.0,2.842,83.6144,5.258,0.0,0.0,1.5915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5912,0.7741,0.0354,0.0708,0.0177,0.2655,0.2929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3412,0.0,0.0,0.0,0.0,7.9531,30.3256,8.7767,4.5249,2.2023,0.0,15.4424,3.5617,2.1508,0.0,0.0,14.1002,1.0668,0.0,0.0,0.0,11.0379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8881,1.0385,0.0915,0.1105,0.0208,0.4825,0.396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3462,0.0,0.0,0.0,0.0,5.9541,28.5561,12.5441,4.6903,4.6692,0.0,14.8508,4.5988,3.4733,0.0,0.0,10.4284,6.1288,0.0,0.0,0.0,7.3421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
05_DEBRIS/debris (31).tif,0.0,1.1227,6.1699,1.3921,0.6347,0.0,2.5179,1.1482,0.0893,0.0,0.3855,0.4004,0.3524,0.0,0.0,0.0,0.5592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2595,12.8065,45.6881,88.5351,0.0,0.0,1.9549,36.0011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6198,0.4326,0.1181,0.1133,0.0431,0.4661,0.091,0.2219,0.0,0.0,0.4166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8438,6.9496,2.3572,3.1744,2.892,0.499,1.4711,0.4818,2.4605,0.0,0.0,3.1918,0.0,0.0,0.0,1.5915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5366,0.2117,0.309,0.1449,0.0445,0.3024,0.1957,0.0796,0.0,0.0,0.4218,0.0,0.0,0.0,0.0,0.2515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2894,9.6548,2.7587,3.1156,3.7965,0.5595,4.8518,0.5595,1.794,0.0,0.0,3.3568,0.0,0.0,0.0,1.5915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
05_DEBRIS/debris (32).tif,0.0181,0.7086,2.1304,5.0302,0.5903,0.0,0.9094,0.5438,0.084,0.0,0.8304,0.5981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2225,4.5009,40.6929,93.6344,0.0,0.0,0.0,20.2585,0.8557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3647,2.8107,0.164,0.1447,0.1673,0.2621,0.0,0.0,0.0948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.535,22.7279,11.6684,2.4774,1.6388,0.0,8.2616,4.1492,0.0,0.0,0.0,2.438,3.4868,0.0,0.0,0.0,2.9991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1657,4.7264,1.2524,0.3529,0.1936,0.3019,0.1904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8245,34.3113,6.9414,3.7525,0.0,0.0,9.2374,2.6347,0.0,0.0,1.4195,6.506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
05_DEBRIS/debris (33).tif,0.0,1.9586,8.1448,1.444,0.0705,0.1623,0.7392,0.3147,0.0,0.0,0.1705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6557,32.6819,113.0563,5.9202,0.0,0.0,4.9174,4.8358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8394,5.4589,1.5782,0.0161,0.037,0.9783,0.5279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.563,33.4986,74.7174,7.9194,0.0,0.0,4.1132,2.5837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1029,7.1485,1.0486,0.0251,0.0,1.1105,0.5995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6688,61.9392,104.2517,3.1293,0.0,0.0,4.5318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
05_DEBRIS/debris (34).tif,0.0,0.6934,4.7443,2.1291,0.4813,0.0,1.8247,2.5427,0.1946,0.0,0.0,1.2159,0.1694,0.0,0.0,0.0,0.2935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.494,40.9392,126.9595,0.0,0.0,1.0298,27.1311,4.8196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6273,1.8845,0.6973,0.1614,0.0662,1.4623,1.0491,0.1017,0.0,0.0,0.3922,0.0,0.0,0.0,0.0,0.5617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2542,12.8199,13.7924,8.7068,4.1426,0.0,4.2883,10.6214,4.5425,0.0,0.0,1.5915,1.1605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0682,4.0444,1.9869,0.4705,0.0731,0.2977,3.19,0.2811,0.1081,0.0,0.0,0.6785,0.0,0.0,0.0,0.0,0.2777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0943,15.2009,20.2278,15.3857,0.0,0.0,6.9527,11.2494,0.0,0.0,0.0,1.5915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
05_DEBRIS/debris (35).tif,0.0,0.3731,6.282,7.0155,0.268,0.0,1.4949,5.0193,0.5982,0.0,0.0,0.5589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2221,1.4065,66.7235,126.6946,0.0,0.0,0.0,19.6756,1.0247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4545,3.9429,4.1207,1.519,0.0,0.7773,4.6102,1.2414,0.0,0.0,1.0953,0.3292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2422,1.6435,16.614,99.4956,7.5124,0.0,0.0,10.4318,12.6982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9955,6.0245,5.7993,0.1108,0.0,1.7214,3.5118,0.1677,0.0,0.0,0.901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4028,103.2882,96.1471,0.0,0.0,0.0,8.8025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
05_DEBRIS/debris (36).tif,0.0,0.2755,7.3385,3.8073,0.0504,0.0,2.7998,2.1144,0.0,0.0,0.0,0.9192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.732,141.2327,35.8296,0.0,0.0,0.0,21.5562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1241,3.1403,5.3948,0.2631,0.0,1.6045,2.8983,0.1655,0.0,0.0,0.8995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2961,0.9993,36.258,82.5796,1.4251,0.0,0.0,6.7127,10.0675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2738,6.2868,5.0675,0.0,0.0,2.0266,2.3509,0.0,0.0,0.0,0.5654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2984,1.1439,175.9958,26.637,0.0,0.0,0.0,11.3398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
05_DEBRIS/debris (37).tif,0.0,1.1151,2.162,4.9868,0.1483,0.0,0.0857,0.4555,0.0924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8681,16.4774,49.5654,39.3272,0.0,0.0,0.0,3.0673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6858,1.0797,2.6313,2.1753,0.018,0.0,0.5594,0.1881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3668,13.373,77.9379,3.8306,0.0,0.0,1.5915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5271,1.8787,6.5779,0.079,0.0,0.0,0.3348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.7536,70.927,74.3676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
05_DEBRIS/debris (38).tif,0.0,0.0,7.2223,3.4169,0.396,0.0,0.0,2.2328,0.0878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1443,68.4234,104.869,0.0,0.0,0.0,39.8859,1.0287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8729,0.8163,0.0,0.0211,0.0293,0.2097,0.0943,0.1236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5432,26.8531,2.2606,2.9804,3.4816,0.0,8.5458,1.1354,3.3149,0.0,0.0,6.5384,5.0179,0.0,0.0,0.0,3.1425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1467,6.3714,0.3908,0.0692,0.0264,0.0,0.2556,0.0,0.0825,0.0,0.0,0.0,0.2078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.7402,9.5184,4.9535,3.8478,0.0,5.7626,2.7879,3.2819,0.0,0.0,2.9196,6.1137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
05_DEBRIS/debris (39).tif,0.0363,0.9825,3.7223,2.1945,0.0726,0.1634,1.726,0.4954,0.0908,0.0,0.1849,0.3814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1146,13.8913,120.9906,35.9358,0.0,0.0,1.2645,13.3212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6214,1.8993,0.0757,0.0692,0.0,0.1982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4118,50.7482,7.878,1.1847,0.2752,0.0,4.5712,3.6019,0.0,0.0,0.0,0.0,2.8001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3115,5.9016,0.8248,0.0824,0.0,0.1087,0.3773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.2948,55.8331,8.791,0.5706,0.0,0.0,5.8407,2.7477,0.0,0.0,0.0,1.5915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
05_DEBRIS/debris (40).tif,0.0691,0.1976,7.4406,6.9583,0.228,0.0,0.4412,6.619,0.1761,0.0,0.0,0.7983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9825,0.6681,51.2843,160.192,0.0,0.0,0.0,21.093,2.0239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1405,3.7923,5.6344,1.2066,0.0,0.1437,5.4832,1.1428,0.0,0.0,1.1444,0.5149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2378,0.4025,16.9428,93.0256,9.6159,0.0,0.0,11.7812,22.9734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3815,7.1056,6.3153,0.0898,0.0,1.0245,4.0038,0.0,0.0,0.0,0.7527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5162,1.484,119.3652,102.7996,0.0,0.0,0.0,6.6027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
05_DEBRIS/debris (41).tif,0.0,0.0814,3.9272,2.6152,0.1567,0.0,0.9719,2.5104,0.0,0.0,0.0,0.1816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2523,43.1826,66.2486,0.0,0.0,0.0,40.2268,4.9107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2135,2.5579,0.189,0.0436,0.0,0.3667,0.2213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4425,9.3543,3.7812,1.1252,0.0,5.91,10.705,5.1396,0.0,0.0,6.9948,3.6291,0.0,0.0,0.0,3.1121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0566,1.4541,0.273,0.0,0.0,0.7444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7209,19.7674,16.3744,2.5065,0.0,0.0,17.2682,9.8502,0.0,0.0,0.0,6.0346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
05_DEBRIS/debris (42).tif,0.0,0.2799,1.6429,10.0303,2.8377,0.0,0.2161,1.7019,0.4456,0.0,0.0,0.4255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0459,6.8056,508.1759,0.0,0.0,0.0,3.4672,1.5564,0.0,0.0,1.5915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9214,5.4913,2.2112,0.363,0.0,0.3113,0.7881,0.1064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4973,7.2742,36.1781,31.2404,7.1854,0.0,3.9427,18.3359,18.1587,0.5637,0.0,2.4647,12.7434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,2.8833,5.535,1.4443,0.0651,0.0,1.1245,0.1919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6166,30.7563,70.1638,22.8113,0.0,0.0,22.6167,25.4657,0.0,0.0,0.0,1.5915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
05_DEBRIS/debris (43).tif,0.0988,1.32,2.0962,1.2644,0.4807,0.2453,1.2344,0.4609,0.0823,0.0,0.0,0.4066,0.0,0.0,0.0,0.2979,0.0,0.0,0.0,0.0,0.3325,0.0,0.0,0.0,0.0,0.0,0.6471,14.662,15.6362,31.3193,0.0,0.0,1.0319,9.934,0.9095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4648,0.7039,0.6704,0.3534,0.0274,0.2922,0.4068,0.1873,0.0952,0.0,0.4116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3535,0.0,0.0,0.0,0.0,2.0942,12.4298,4.4324,8.6422,5.1854,0.0,6.195,1.3862,2.1563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2409,2.2383,1.0142,0.7637,0.1072,0.0,0.4008,0.2755,0.0,0.0,0.2243,0.5212,0.0,0.0,0.0,0.3216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9478,15.5778,12.3596,11.0831,0.0,0.0,6.4032,3.0535,0.9993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
05_DEBRIS/debris (44).tif,0.1793,0.0815,1.2234,4.1632,1.3739,0.1205,0.1466,0.6386,0.8714,0.0,0.0,0.1629,0.1678,0.0,0.0,0.2834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3183,1.1998,10.5076,67.6079,0.0,0.0,1.5915,4.3584,2.613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1501,0.7992,2.2641,3.0412,0.2879,0.0,0.3793,1.1283,0.255,0.0,0.3486,0.205,0.0,0.0,0.0,0.2631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7455,2.9605,15.353,20.1909,0.0,0.0,1.5915,7.0507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1024,0.1805,1.0568,4.5479,1.0991,0.0,0.3256,0.6942,0.7437,0.0,0.0,0.0,0.0,0.0,0.0,0.276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6631,2.5237,16.0576,69.7884,0.0,0.0,0.0,2.9974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
