image_path,n,n0,n1,B0min,B0mean,B1min,B1mean,D1mean,P1mean,P1max,dim0_n30,dim0_n60,dim0_n90,dim0_n120,dim0_n150,dim0_n180,dim0_n210,dim0_n240,dim0_nlarger,dim0_P10,dim1_n30,dim1_n60,dim1_n90,dim1_n120,dim1_n150,dim1_n180,dim1_n210,dim1_n240,dim1_nlarger,dim1_P10,C0_dim0_1,C0_dim0_2,C0_dim0_3,C0_dim0_4,C0_dim0_5,C0_dim0_6,C0_dim0_7,C0_dim0_8,C0_dim0_9,C0_dim0_10,C0_dim0_11,C0_dim0_12,C0_dim0_13,C0_dim0_14,C0_dim0_15,C0_dim0_16,C0_dim0_17,C0_dim0_18,C0_dim0_19,C0_dim0_20,C0_dim0_21,C0_dim0_22,C0_dim0_23,C0_dim0_24,C0_dim0_25,C0_dim1_1,C0_dim1_2,C0_dim1_3,C0_dim1_4,C0_dim1_5,C0_dim1_6,C0_dim1_7,C0_dim1_8,C0_dim1_9,C0_dim1_10,C0_dim1_11,C0_dim1_12,C0_dim1_13,C0_dim1_14,C0_dim1_15,C0_dim1_16,C0_dim1_17,C0_dim1_18,C0_dim1_19,C0_dim1_20,C0_dim1_21,C0_dim1_22,C0_dim1_23,C0_dim1_24,C0_dim1_25,label
benign/us43.bmp,737,308,429,0,69.38311688,0,96.83216783,107.6037296,10.77156177,65,16,78,168,45,1,0,0,0,0,105,7,23,107,223,65,4,0,0,0,165,0.9911,4.9177,0.0581,0.0,0.0,0.1592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1077,5.7404,6.3102,0.0955,0.0,0.0,0.8828,0.4041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
benign/us44.bmp,739,308,431,0,69.21103896,0,95.38515081,106.287703,10.9025522,69,17,79,177,30,4,1,0,0,0,110,3,37,106,237,44,4,0,0,0,165,1.1807,6.1706,0.1202,0.0,0.0,0.1592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0831,5.0677,5.6018,0.0761,0.0,0.0,0.9144,0.2676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
benign/us45.bmp,718,301,417,0,68.94352159,0,94.63788969,105.2374101,10.59952038,69,12,84,167,36,1,1,0,0,0,104,3,34,113,228,35,4,0,0,0,148,1.0966,6.0497,0.0426,0.0,0.0,0.1592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,4.5677,4.7123,0.0715,0.0,0.0,0.4337,0.387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
benign/us46.bmp,710,325,385,0,49.48615385,0,81.05974026,91.27012987,10.21038961,78,81,124,110,10,0,0,0,0,0,129,10,82,122,165,6,0,0,0,0,129,4.0316,3.5907,0.0,0.0,0.0,0.1592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5634,5.0363,1.5092,0.0,0.0,0.0,0.6407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
benign/us47.bmp,714,329,385,0,50.82066869,0,80.66493506,90.91688312,10.25194805,76,85,114,111,19,0,0,0,0,0,119,17,78,114,168,8,0,0,0,0,135,3.8161,3.1924,0.0,0.0,0.0,0.2822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8215,4.9088,2.1048,0.0,0.0,0.0,0.4126,0.1047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
benign/us48.bmp,688,310,378,0,50.31935484,0,81.74603175,92.06349206,10.31746032,82,86,99,111,14,0,0,0,0,0,122,15,84,111,152,16,0,0,0,0,143,3.7779,3.1777,0.0257,0.0,0.0,0.1592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7069,3.9401,2.1028,0.0,0.0,0.097,0.5858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
benign/us49.bmp,675,306,369,0,48.79411765,0,80.55555556,91.32791328,10.77235772,80,89,97,106,14,0,0,0,0,0,120,16,86,101,150,16,0,0,0,0,134,4.0908,3.4862,0.0,0.0,0.0,0.1592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0987,4.4599,1.6505,0.0,0.0,0.0,0.5272,0.1015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
benign/us50.bmp,685,318,367,0,50.72641509,0,79.84196185,91.00817439,11.16621253,87,90,105,105,18,0,0,0,0,0,133,12,89,111,144,11,0,0,0,0,146,4.0268,3.4442,0.0,0.0,0.0,0.1592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2304,2.8211,2.8005,0.0,0.0,0.0,0.8453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
benign/us51.bmp,518,242,276,0,52.95041322,17,84.43115942,94.61956522,10.1884058,80,45,96,87,13,1,0,0,0,0,88,8,47,111,84,26,0,0,0,0,93,1.6966,2.1446,0.0624,0.0,0.0,0.2861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1876,2.7974,1.4493,0.0,0.0,0.0,0.6709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
benign/us52.bmp,504,237,267,0,52.15611814,24,85.70411985,95.35955056,9.655430712,81,45,105,72,15,0,0,0,0,0,79,5,38,105,103,16,0,0,0,0,90,1.5558,2.0444,0.0204,0.0,0.0,0.2959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1967,2.656,1.0127,0.0,0.0,0.0,0.5542,0.1159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
benign/us53.bmp,508,232,276,0,50.79310345,23,84.69927536,93.83333333,9.134057971,87,46,111,64,10,1,0,0,0,0,80,5,41,106,107,16,1,0,0,0,87,1.6502,2.0153,0.0255,0.0,0.0,0.2653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1741,2.7564,0.7579,0.0,0.0,0.0,0.4904,0.1061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
benign/us54.bmp,502,243,259,0,49.87654321,14,84.47104247,95.06177606,10.59073359,97,47,115,73,8,0,0,0,0,0,83,5,37,109,85,22,1,0,0,0,97,3.1285,1.3513,0.0414,0.0,0.0,0.1592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2009,2.6525,0.9435,0.0,0.0,0.0,0.5579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
benign/us55.bmp,474,225,249,0,49.76444444,14,84.04016064,94.36947791,10.32931727,105,45,106,61,13,0,0,0,0,0,81,4,38,108,81,17,1,0,0,0,86,2.8629,1.3924,0.0418,0.0,0.0,0.1592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1413,1.994,0.8747,0.0,0.0,0.0,0.3501,0.0,0.0,0.0,0.0,0.1592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
benign/us56.bmp,627,296,331,10,47.47297297,24,80.70090634,90.23867069,9.53776435,93,81,135,60,19,1,0,0,0,0,104,6,100,101,83,31,10,0,0,0,101,4.4907,1.3394,0.1736,0.0,0.0,0.2918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.411,2.2753,1.019,0.0188,0.0,0.0,0.5117,0.2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
benign/us57.bmp,624,296,328,7,46.83108108,25,80.25304878,89.82926829,9.576219512,93,79,144,56,16,1,0,0,0,0,98,7,98,105,84,30,4,0,0,0,115,3.8721,1.846,0.1379,0.0,0.0,0.435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4817,2.3404,1.4452,0.0325,0.0,0.0,0.5135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
benign/us58.bmp,613,277,336,6,48.1732852,27,78.8422619,88.27678571,9.43452381,98,71,128,57,19,2,0,0,0,0,104,8,97,119,79,31,2,0,0,0,118,4.948,1.0178,0.0814,0.0,0.0,0.2745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3611,2.6507,1.1852,0.0292,0.0,0.0,0.3931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
benign/us59.bmp,623,280,343,5,48.91428571,22,78.14285714,87.31778426,9.174927114,99,69,141,44,24,2,0,0,0,0,99,10,97,124,79,28,5,0,0,0,111,3.8805,1.4157,0.1029,0.0,0.0,0.2809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4585,2.1854,1.1277,0.0257,0.0,0.0,0.3906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
benign/us60.bmp,631,282,349,7,47.90070922,25,78.57879656,87.59598854,9.017191977,94,75,141,43,21,2,0,0,0,0,102,6,107,123,73,35,5,0,0,0,106,4.0381,1.3136,0.0903,0.0,0.0,0.1592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3242,2.2387,1.3906,0.0254,0.0,0.0,0.4166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
benign/us61.bmp,703,330,373,4,46.79393939,24,72.52546917,80.89812332,8.372654155,69,105,130,81,14,0,0,0,0,0,107,19,102,162,78,12,0,0,0,0,111,4.4604,2.4128,0.0274,0.0,0.0,0.1592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9731,3.8259,1.1256,0.0,0.0,0.0,0.1592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
benign/us62.bmp,710,336,374,5,46.55654762,23,73.15508021,81.45721925,8.302139037,71,110,126,85,15,0,0,0,0,0,105,20,98,160,84,12,0,0,0,0,114,3.5444,2.5104,0.0662,0.0,0.0,0.1592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9627,4.0061,0.932,0.0,0.0,0.0,0.2713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
benign/us63.bmp,709,328,381,5,46.60060976,20,73.11548556,81.25984252,8.144356955,66,102,128,88,10,0,0,0,0,0,111,20,100,175,72,14,0,0,0,0,113,4.0986,2.9639,0.0594,0.0,0.0,0.1592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1144,4.4727,1.0482,0.0,0.0,0.0,0.2822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
benign/us64.bmp,690,315,375,5,46.7968254,20,72.89066667,81.08266667,8.192,64,102,115,86,12,0,0,0,0,0,106,20,98,172,70,15,0,0,0,0,114,3.2308,3.1332,0.0297,0.0,0.0,0.1592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1338,4.8157,1.0077,0.0,0.0,0.0,0.2885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
benign/us65.bmp,698,320,378,5,46.68125,21,73.92328042,82.04497354,8.121693122,61,100,115,94,11,0,0,0,0,0,105,22,92,174,74,16,0,0,0,0,109,3.3809,2.7829,0.0318,0.0,0.0,0.2945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2085,4.5289,1.0861,0.0,0.0,0.0,0.2975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
benign/us66.bmp,726,328,398,0,58.77439024,39,95.74623116,105.9849246,10.23869347,87,29,162,95,36,6,0,0,0,0,125,0,59,119,130,79,11,0,0,0,143,3.282,2.1217,0.1632,0.0,0.0,0.504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0777,2.7811,3.1923,0.1518,0.0,0.0,0.4885,0.3146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
benign/us67.bmp,693,304,389,0,58.80921053,32,96.81491003,107.0899743,10.27506427,78,32,144,89,30,9,0,0,0,0,111,0,53,111,134,79,12,0,0,0,142,2.7868,1.3589,0.1254,0.0,0.0,0.5721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0514,2.3001,4.2145,0.1161,0.0,0.0,0.7024,0.3905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
benign/us68.bmp,677,305,372,0,58.02622951,28,96.32258065,107.8575269,11.53494624,80,38,150,80,30,7,0,0,0,0,114,1,56,97,136,73,9,0,0,0,149,2.4483,1.7213,0.1285,0.0,0.0,0.5803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0452,2.9788,4.5906,0.1135,0.0,0.0,0.6925,0.2746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
benign/us69.bmp,690,305,385,0,57.61967213,35,96.23376623,107.3948052,11.16103896,73,35,154,85,22,9,0,0,0,0,116,0,61,105,124,84,11,0,0,0,147,3.5728,1.9195,0.1305,0.0,0.0,0.5024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0722,3.8967,3.9254,0.0567,0.0,0.0,0.2463,0.8569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
benign/us70.bmp,694,317,377,0,57.60883281,35,95.20954907,105.9893899,10.77984085,74,31,171,80,32,3,0,0,0,0,121,0,50,124,113,76,14,0,0,0,138,3.3157,2.3792,0.099,0.0,0.0,0.7851,0.1022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2645,2.9445,3.5712,0.0861,0.0,0.0,0.4666,0.8403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
benign/us71.bmp,750,335,415,0,74.32238806,44,104.4554217,114.0771084,9.621686747,88,11,72,167,76,9,0,0,0,0,112,0,14,104,197,95,5,0,0,0,143,0.8659,5.7683,0.6313,0.0,0.0,0.4473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4341,4.4784,0.0181,0.0,0.1592,0.123,0.2061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
benign/us72.bmp,735,328,407,0,74.68902439,49,104.5970516,114.019656,9.422604423,80,14,66,168,74,6,0,0,0,0,104,0,13,95,200,94,5,0,0,0,138,0.9832,4.4319,0.2902,0.0,0.0,0.2935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1735,4.8043,0.0239,0.0,0.1592,0.2487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
benign/us73.bmp,710,319,391,0,74.15360502,49,105.6700767,115.0511509,9.381074169,72,12,72,154,74,7,0,0,0,0,103,0,7,85,196,102,1,0,0,0,135,1.158,5.8894,0.4126,0.0,0.0,0.3039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3825,5.3518,0.0309,0.0,0.0,0.4223,0.1149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
benign/us74.bmp,722,324,398,0,75.67901235,45,104.7361809,114.0,9.263819095,77,13,61,166,78,6,0,0,0,0,108,0,12,85,205,95,1,0,0,0,137,0.9186,5.1827,0.4563,0.0,0.0,0.1592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.387,5.0503,0.0,0.0,0.1592,0.2439,0.1219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
benign/us75.bmp,705,321,384,0,72.74454829,44,104.2057292,113.4713542,9.265625,77,16,71,157,73,4,0,0,0,0,101,0,13,88,199,82,2,0,0,0,122,1.148,4.9246,0.3018,0.0,0.0,0.1592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8848,4.4719,0.0,0.0,0.0,0.6362,0.124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
benign/us76.bmp,826,368,458,1,68.72826087,30,103.0524017,113.1266376,10.07423581,71,44,90,144,82,8,0,0,0,0,144,2,49,90,175,130,11,1,0,0,153,1.7444,4.7379,0.1988,0.0,0.0,0.2596,0.0947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0784,2.1673,5.7959,0.084,0.0,0.0,0.5133,1.1828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
benign/us77.bmp,808,357,451,4,69.35294118,31,103.1796009,113.1640798,9.984478936,73,36,96,147,71,7,0,0,0,0,130,0,47,83,185,121,15,0,0,0,147,1.4825,4.821,0.1314,0.0,0.0,0.1592,0.2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0986,2.0465,6.1038,0.0654,0.0,0.0,0.4143,0.917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
benign/us78.bmp,795,364,431,5,67.99450549,32,103.2946636,113.9280742,10.63341067,86,38,97,158,63,8,0,0,0,0,122,0,46,85,168,120,12,0,0,0,148,1.3203,4.8332,0.0755,0.0,0.0,0.2714,0.1081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1894,1.5845,5.0973,0.1022,0.0,0.0,0.3701,0.9086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
benign/us79.bmp,787,359,428,3,69.21448468,28,102.8831776,114.0257009,11.14252336,80,37,93,154,70,5,0,0,0,0,126,2,42,84,179,108,13,0,0,0,150,1.7315,5.0788,0.3019,0.0,0.0,0.3925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1304,2.0538,5.5663,0.189,0.0,0.0,0.1074,1.2953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
benign/us80.bmp,805,356,449,3,68.39606742,28,102.8596882,113.9420935,11.08240535,83,39,95,140,81,1,0,0,0,0,143,2,43,99,176,112,17,0,0,0,177,2.2343,5.5729,0.3838,0.0,0.0,0.2797,0.2456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1711,2.3405,5.7795,0.1595,0.0,0.0,0.1016,1.2643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
benign/us81.bmp,814,350,464,0,49.60285714,11,75.76939655,84.2112069,8.441810345,60,101,125,95,28,1,0,0,0,0,108,20,135,151,135,21,2,0,0,0,144,2.2865,2.2572,0.0418,0.0,0.0,0.392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2862,6.0978,2.1117,0.0265,0.0,0.0,0.1592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
benign/us82.bmp,778,345,433,0,51.48405797,16,75.38799076,84.02078522,8.632794457,65,99,108,110,25,3,0,0,0,0,97,23,125,137,123,25,0,0,0,0,147,2.0911,1.9485,0.11,0.0,0.0,0.299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7209,6.4541,1.6098,0.0,0.0,0.0,0.3086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
benign/us83.bmp,767,336,431,0,49.22321429,17,76.25522042,84.85614849,8.600928074,72,98,115,100,20,3,0,0,0,0,90,26,120,131,125,29,0,0,0,0,140,1.7034,1.7935,0.0959,0.0,0.0,0.302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4348,4.1057,1.5246,0.0398,0.0,0.0,0.2874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
benign/us84.bmp,814,335,479,0,45.20895522,16,75.80793319,83.94363257,8.135699374,71,111,125,80,17,2,0,0,0,0,123,25,142,139,139,34,0,0,0,0,152,2.9531,2.6867,0.0509,0.0,0.0,0.2908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9102,4.2297,1.958,0.0,0.0,0.0,0.2825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
benign/us85.bmp,798,338,460,0,47.52662722,14,76.4326087,84.33695652,7.904347826,70,111,116,90,17,4,0,0,0,0,92,20,140,132,131,37,0,0,0,0,134,2.1497,1.6791,0.0196,0.0,0.0,0.3733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5866,3.8027,1.6186,0.0,0.0,0.0,0.1592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
benign/us86.bmp,803,369,434,0,35.14092141,1,60.49769585,69.04608295,8.548387097,68,166,134,65,4,0,0,0,0,0,90,96,96,183,59,0,0,0,0,0,135,3.6843,0.6214,0.0,0.0,0.0,0.5262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6691,5.9616,0.294,0.0,0.0,0.1592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
benign/us87.bmp,813,366,447,0,35.48360656,3,60.67561521,69.11856823,8.44295302,81,159,133,71,3,0,0,0,0,0,88,98,97,175,77,0,0,0,0,0,139,4.0425,0.6335,0.0,0.0,0.0,0.3914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5383,5.0412,0.4322,0.0,0.0,0.1592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
