image_path,n,n0,n1,B0min,B0mean,B1min,B1mean,D1mean,P1mean,P1max,dim0_n30,dim0_n60,dim0_n90,dim0_n120,dim0_n150,dim0_n180,dim0_n210,dim0_n240,dim0_nlarger,dim0_P10,dim1_n30,dim1_n60,dim1_n90,dim1_n120,dim1_n150,dim1_n180,dim1_n210,dim1_n240,dim1_nlarger,dim1_P10,label
malignant/us155.bmp,987,429,558,0,52.91608392,3,80.71146953,89.59318996,8.88172043,74,115,125,150,37,2,0,0,0,0,139,69,61,214,145,67,2,0,0,0,169,1
malignant/us156.bmp,1289,556,733,0,67.84532374,44,98.85811733,108.9631651,10.10504775,85,36,218,166,117,19,0,0,0,0,189,0,51,264,232,164,22,0,0,0,273,1
malignant/us157.bmp,1262,540,722,0,67.83148148,35,98.64542936,108.6121884,9.966759003,76,41,204,160,110,24,1,0,0,0,179,0,45,272,223,164,18,0,0,0,281,1
malignant/us158.bmp,1249,533,716,1,67.61913696,37,100.1340782,109.7821229,9.648044693,81,33,208,168,103,20,1,0,0,0,150,0,48,248,227,171,22,0,0,0,253,1
malignant/us159.bmp,1303,553,750,0,67.84086799,42,99.73866667,109.4573333,9.718666667,79,39,203,181,108,22,0,0,0,0,206,0,40,284,242,159,25,0,0,0,286,1
malignant/us160.bmp,1229,529,700,0,69.65784499,33,99.49571429,108.7928571,9.297142857,71,39,185,164,118,22,1,0,0,0,151,0,51,251,229,136,33,0,0,0,232,1
malignant/us161.bmp,1157,497,660,1,56.83299799,9,81.24848485,91.91212121,10.66363636,79,109,159,150,69,10,0,0,0,0,173,66,111,219,166,92,6,0,0,0,249,1
malignant/us162.bmp,1149,468,681,1,57.37393162,11,81.83259912,91.77386197,9.941262849,74,96,157,143,63,9,0,0,0,0,153,62,115,237,169,90,8,0,0,0,233,1
malignant/us163.bmp,1148,484,664,2,57.08057851,10,81.06475904,91.04819277,9.983433735,78,106,161,146,60,11,0,0,0,0,156,55,130,229,156,90,4,0,0,0,249,1
malignant/us164.bmp,1167,495,672,2,55.25252525,11,79.3735119,90.12202381,10.7485119,68,112,167,146,60,10,0,0,0,0,180,69,134,222,158,84,5,0,0,0,271,1
malignant/us165.bmp,1155,486,669,1,55.32716049,9,79.60687593,89.94020927,10.33333333,67,109,170,132,68,7,0,0,0,0,163,69,132,205,179,80,4,0,0,0,261,1
malignant/us166.bmp,792,353,439,0,41.16713881,13,71.69020501,81.1047836,9.414578588,99,101,195,54,3,0,0,0,0,0,143,22,97,239,79,2,0,0,0,0,149,1
malignant/us167.bmp,789,368,421,0,40.67119565,11,71.77672209,81.84085511,10.06413302,90,113,193,56,6,0,0,0,0,0,151,33,72,230,85,1,0,0,0,0,151,1
malignant/us168.bmp,775,362,413,0,41.10220994,15,72.62469734,82.47699758,9.852300242,86,112,185,63,2,0,0,0,0,0,129,33,67,221,87,5,0,0,0,0,142,1
malignant/us169.bmp,771,354,417,0,40.29661017,13,72.94484412,82.72422062,9.779376499,70,119,172,62,1,0,0,0,0,0,150,29,68,232,83,5,0,0,0,0,147,1
malignant/us170.bmp,798,364,434,0,41.25274725,13,70.51612903,80.10368664,9.587557604,73,111,182,71,0,0,0,0,0,0,141,44,77,235,76,2,0,0,0,0,149,1
malignant/us171.bmp,744,307,437,0,63.36807818,15,101.409611,111.9473684,10.53775744,102,43,74,145,41,4,0,0,0,0,112,12,36,73,210,83,23,0,0,0,148,1
malignant/us172.bmp,751,317,434,0,64.91167192,19,102.3502304,113.297235,10.94700461,107,43,68,151,50,4,1,0,0,0,106,9,34,82,206,81,21,1,0,0,150,1
malignant/us173.bmp,747,313,434,0,63.4057508,20,100.8502304,112.2695853,11.41935484,107,47,73,148,41,4,0,0,0,0,98,11,32,88,207,73,22,1,0,0,163,1
malignant/us174.bmp,730,308,422,0,63.76298701,16,100.0758294,111.3649289,11.28909953,97,41,62,172,33,0,0,0,0,0,118,9,40,79,205,71,18,0,0,0,165,1
malignant/us175.bmp,716,294,422,0,65.50340136,18,101.6208531,112.7014218,11.08056872,94,35,61,164,34,0,0,0,0,0,106,5,30,85,209,80,13,0,0,0,163,1
malignant/us176.bmp,859,370,489,0,54.08378378,0,80.75869121,90.33333333,9.574642127,119,48,176,122,24,0,0,0,0,0,110,4,121,184,147,33,0,0,0,0,156,1
malignant/us177.bmp,874,382,492,0,54.04188482,0,81.2703252,90.47764228,9.207317073,116,50,178,130,24,0,0,0,0,0,108,4,125,178,156,29,0,0,0,0,145,1
malignant/us178.bmp,893,394,499,0,53.53299492,0,80.3747495,89.76352705,9.388777555,110,59,188,119,28,0,0,0,0,0,105,6,130,180,156,26,1,0,0,0,150,1
malignant/us179.bmp,871,373,498,0,53.04021448,0,80.63453815,89.76506024,9.130522088,100,58,171,122,22,0,0,0,0,0,113,5,131,168,170,24,0,0,0,0,140,1
malignant/us180.bmp,885,389,496,0,53.1311054,0,80.97379032,90.10483871,9.131048387,94,56,188,119,26,0,0,0,0,0,111,7,127,156,184,22,0,0,0,0,143,1
malignant/us181.bmp,993,431,562,0,46.81206497,9,71.88790036,80.20462633,8.316725979,58,116,185,125,5,0,0,0,0,0,138,55,109,242,154,2,0,0,0,0,171,1
malignant/us182.bmp,1055,453,602,0,47.61147903,11,70.91694352,78.79401993,7.877076412,48,122,180,146,5,0,0,0,0,0,155,72,104,271,154,1,0,0,0,0,169,1
malignant/us183.bmp,1021,454,567,0,47.15198238,7,71.52380952,79.84479718,8.320987654,54,116,204,126,8,0,0,0,0,0,147,63,94,270,137,3,0,0,0,0,168,1
malignant/us184.bmp,1035,464,571,0,46.67025862,8,71.83362522,79.83187391,7.998248687,48,116,204,141,3,0,0,0,0,0,155,71,89,258,147,6,0,0,0,0,166,1
malignant/us185.bmp,1006,448,558,0,46.3125,6,71.94982079,80.38351254,8.433691756,52,118,192,130,8,0,0,0,0,0,144,73,79,253,148,5,0,0,0,0,162,1
malignant/us186.bmp,889,373,516,0,55.29758713,0,76.33333333,84.39341085,8.060077519,61,48,177,126,22,0,0,0,0,0,96,15,121,228,145,7,0,0,0,0,153,1
malignant/us187.bmp,897,369,528,0,54.39837398,0,75.48484848,83.17424242,7.689393939,58,56,174,118,21,0,0,0,0,0,90,11,130,229,156,2,0,0,0,0,135,1
malignant/us188.bmp,914,391,523,0,55.0511509,0,75.88910134,83.48565966,7.596558317,45,61,172,140,18,0,0,0,0,0,90,14,128,212,165,4,0,0,0,0,148,1
malignant/us189.bmp,904,379,525,0,54.36411609,0,74.90666667,82.30285714,7.396190476,45,64,155,146,14,0,0,0,0,0,82,21,126,218,156,4,0,0,0,0,130,1
malignant/us190.bmp,901,380,521,0,54.26052632,0,75.31861804,82.84836852,7.52975048,52,65,167,130,18,0,0,0,0,0,101,18,123,221,158,1,0,0,0,0,140,1
malignant/us191.bmp,750,339,411,0,52.18879056,11,77.06569343,85.41849148,8.352798054,58,74,124,134,7,0,0,0,0,0,103,33,61,169,135,13,0,0,0,0,127,1
malignant/us192.bmp,768,334,434,0,52.04191617,15,76.50691244,84.36175115,7.85483871,59,80,111,139,4,0,0,0,0,0,110,37,69,168,148,12,0,0,0,0,124,1
malignant/us193.bmp,753,330,423,0,52.08787879,18,78.71394799,86.49172577,7.777777778,65,70,121,133,6,0,0,0,0,0,98,29,59,171,151,13,0,0,0,0,109,1
malignant/us194.bmp,760,344,416,0,52.31976744,17,79.49278846,87.29326923,7.800480769,69,74,127,139,4,0,0,0,0,0,83,25,59,170,151,11,0,0,0,0,108,1
malignant/us195.bmp,773,353,420,0,53.37677054,17,79.43809524,87.79047619,8.352380952,60,66,131,149,6,1,0,0,0,0,100,23,73,163,148,13,0,0,0,0,122,1
malignant/us196.bmp,822,366,456,2,56.46721311,13,95.42763158,106.7171053,11.28947368,91,80,119,124,40,3,0,0,0,0,163,5,109,77,144,97,21,3,0,0,176,1
malignant/us197.bmp,817,372,445,3,59.59946237,29,95.50786517,106.6404494,11.13258427,97,66,119,129,54,4,0,0,0,0,144,1,100,77,162,84,18,3,0,0,173,1
malignant/us198.bmp,801,365,436,0,59.47945205,18,94.05504587,105.5137615,11.4587156,94,61,122,125,56,1,0,0,0,0,150,4,104,64,175,74,12,3,0,0,179,1
malignant/us199.bmp,861,402,459,0,58.37064677,18,94.26361656,106.1699346,11.90631808,84,78,128,138,56,2,0,0,0,0,189,3,98,90,166,92,8,2,0,0,198,1
malignant/us200.bmp,819,369,450,0,60.29539295,21,94.91777778,105.92,11.00222222,84,71,111,127,56,4,0,0,0,0,157,11,89,81,160,92,12,5,0,0,182,1
malignant/us201.bmp,791,332,459,0,54.86746988,18,81.34422658,89.82788671,8.483660131,74,79,103,112,38,0,0,0,0,0,109,14,112,154,129,47,3,0,0,0,138,1
malignant/us202.bmp,815,338,477,0,56.17159763,1,81.9245283,90.31027254,8.385744235,89,75,117,103,42,1,0,0,0,0,104,18,116,153,128,60,2,0,0,0,136,1
malignant/us203.bmp,781,329,452,0,54.88449848,21,81.20353982,90.01548673,8.811946903,78,74,105,118,31,1,0,0,0,0,108,15,111,151,128,44,3,0,0,0,142,1
malignant/us204.bmp,761,316,445,0,55.55696203,23,82.17977528,91.47865169,9.298876404,71,73,90,120,31,2,0,0,0,0,103,13,104,143,141,39,5,0,0,0,132,1
malignant/us205.bmp,765,331,434,0,55.83081571,2,81.68894009,91.28801843,9.599078341,73,75,100,124,32,0,0,0,0,0,99,22,90,143,145,29,5,0,0,0,143,1
malignant/us206.bmp,1103,478,625,0,50.59623431,16,78.072,87.3808,9.3088,70,139,154,155,28,2,0,0,0,0,146,29,165,203,175,49,4,0,0,0,208,1
malignant/us207.bmp,1100,477,623,6,51.10272537,13,77.42375602,86.72391653,9.300160514,66,138,149,155,33,2,0,0,0,0,136,25,170,214,162,48,4,0,0,0,220,1
malignant/us208.bmp,1114,488,626,6,49.4795082,16,76.47124601,85.70607029,9.234824281,69,147,166,143,32,0,0,0,0,0,142,26,189,192,175,40,4,0,0,0,219,1
malignant/us209.bmp,1158,501,657,7,47.88223553,16,74.42161339,83.58751903,9.165905632,67,162,171,144,24,0,0,0,0,0,158,40,208,188,179,40,2,0,0,0,221,1
malignant/us210.bmp,1177,490,687,5,47.30204082,14,74.643377,83.47016012,8.826783115,59,164,157,146,23,0,0,0,0,0,146,36,205,224,179,42,1,0,0,0,222,1
malignant/us211.bmp,980,435,545,0,48.48505747,10,79.54862385,89.73944954,10.19082569,88,130,172,97,32,4,0,0,0,0,125,34,101,222,134,54,0,0,0,0,207,1
malignant/us212.bmp,953,405,548,0,49.06666667,12,78.97992701,88.75729927,9.777372263,93,122,153,92,35,3,0,0,0,0,109,37,99,226,128,58,0,0,0,0,190,1
malignant/us213.bmp,938,403,535,0,48.47890819,12,80.17009346,89.81869159,9.648598131,88,121,151,96,34,1,0,0,0,0,105,34,93,214,138,53,3,0,0,0,183,1
malignant/us214.bmp,1027,455,572,0,49.88351648,3,80.41608392,90.25699301,9.840909091,85,131,164,123,35,2,0,0,0,0,125,36,92,235,153,51,5,0,0,0,204,1
malignant/us215.bmp,971,437,534,0,51.76201373,1,80.99812734,90.86329588,9.865168539,87,120,143,132,41,1,0,0,0,0,113,25,79,236,144,46,4,0,0,0,195,1
malignant/us216.bmp,911,398,513,2,49.3241206,11,74.88693957,82.88499025,7.998050682,53,117,135,126,20,0,0,0,0,0,116,50,86,217,149,11,0,0,0,0,147,1
malignant/us217.bmp,858,373,485,3,49.95978552,10,74.29484536,81.89278351,7.597938144,53,115,114,123,21,0,0,0,0,0,101,47,90,190,150,7,1,0,0,0,114,1
malignant/us218.bmp,901,391,510,3,50.00767263,8,73.78823529,81.13921569,7.350980392,59,115,117,138,21,0,0,0,0,0,108,48,106,196,146,13,1,0,0,0,126,1
malignant/us219.bmp,951,410,541,1,47.37804878,7,72.55637708,80.25323475,7.696857671,59,125,144,125,16,0,0,0,0,0,121,64,100,216,149,10,2,0,0,0,137,1
malignant/us220.bmp,927,426,501,1,47.86384977,7,72.26946108,79.94011976,7.670658683,60,139,126,147,14,0,0,0,0,0,97,70,87,189,141,13,1,0,0,0,134,1
malignant/us221.bmp,1175,489,686,10,61.27811861,33,85.62536443,94.2755102,8.650145773,72,52,219,154,46,16,2,0,0,0,158,0,119,289,195,65,15,3,0,0,224,1
malignant/us222.bmp,1129,464,665,6,60.97198276,39,85.67067669,94.32330827,8.652631579,76,43,217,145,44,12,3,0,0,0,147,0,124,278,180,64,15,4,0,0,199,1
malignant/us223.bmp,1183,499,684,5,60.4008016,35,84.1505848,92.60672515,8.456140351,82,48,232,156,44,18,1,0,0,0,132,0,139,289,179,58,17,2,0,0,209,1
malignant/us224.bmp,1205,494,711,5,59.91093117,34,82.58509142,90.80168776,8.216596343,85,49,232,154,41,16,2,0,0,0,143,0,161,307,168,50,23,2,0,0,200,1
malignant/us225.bmp,1199,502,697,10,59.96215139,33,83.58680057,91.80918221,8.222381636,87,42,244,156,42,16,2,0,0,0,143,0,157,292,165,55,26,2,0,0,202,1
malignant/us226.bmp,881,404,477,9,58.53465347,18,87.27044025,96.48008386,9.209643606,76,96,134,100,57,17,0,0,0,0,119,9,131,124,110,80,22,1,0,0,155,1
malignant/us227.bmp,861,394,467,10,58.2284264,21,86.45610278,95.25695931,8.800856531,77,88,141,93,56,16,0,0,0,0,111,11,124,130,102,77,23,0,0,0,138,1
malignant/us228.bmp,899,409,490,5,57.23716381,20,87.73061224,96.98163265,9.251020408,76,102,142,88,59,18,0,0,0,0,123,11,132,137,84,103,23,0,0,0,151,1
malignant/us229.bmp,822,367,455,7,57.20435967,22,87.12967033,95.96263736,8.832967033,76,84,143,76,56,8,0,0,0,0,103,11,130,123,71,98,22,0,0,0,135,1
malignant/us230.bmp,881,396,485,7,55.60858586,21,84.84329897,93.91340206,9.070103093,82,101,147,85,51,12,0,0,0,0,110,9,135,154,82,88,17,0,0,0,151,1
malignant/us231.bmp,1175,500,675,17,68.304,30,95.64296296,105.1051852,9.462222222,67,45,153,201,81,15,5,0,0,0,162,1,112,181,246,103,25,7,0,0,238,1
malignant/us232.bmp,1195,518,677,13,69.12934363,31,96.52584934,106.3471196,9.82127031,68,34,164,212,87,17,4,0,0,0,173,0,122,152,272,95,27,9,0,0,254,1
malignant/us233.bmp,1199,508,691,16,69.32677165,25,95.64544139,105.2286541,9.583212735,66,36,149,216,87,17,3,0,0,0,177,1,123,163,265,100,34,5,0,0,239,1
malignant/us234.bmp,1199,509,690,15,69.79764244,25,95.34202899,104.5043478,9.162318841,71,40,153,209,78,24,5,0,0,0,171,2,132,156,277,79,39,5,0,0,220,1
malignant/us235.bmp,1151,493,658,12,69.90060852,23,96.86778116,106.5577508,9.689969605,69,39,154,182,85,29,4,0,0,0,171,2,121,139,270,85,33,8,0,0,236,1
malignant/us236.bmp,946,414,532,4,57.11111111,30,80.30075188,87.96616541,7.665413534,55,48,206,135,25,0,0,0,0,0,107,1,91,272,155,13,0,0,0,0,146,1
malignant/us237.bmp,974,439,535,5,57.35307517,28,80.54392523,88.4,7.856074766,55,44,223,140,32,0,0,0,0,0,115,2,87,270,163,13,0,0,0,0,148,1
malignant/us238.bmp,949,413,536,4,55.84503632,31,78.27052239,85.89925373,7.628731343,56,48,210,130,25,0,0,0,0,0,114,0,116,252,154,14,0,0,0,0,135,1
malignant/us239.bmp,935,420,515,2,55.48571429,29,79.43883495,86.94757282,7.508737864,55,54,210,130,26,0,0,0,0,0,104,1,100,244,153,17,0,0,0,0,131,1
malignant/us240.bmp,917,394,523,1,55.23604061,26,77.43977055,85.2543021,7.814531549,50,52,199,113,30,0,0,0,0,0,109,4,116,261,130,12,0,0,0,0,147,1
malignant/us241.bmp,832,379,453,2,52.36675462,12,78.24724062,86.20971302,7.962472406,60,80,136,155,8,0,0,0,0,0,122,37,65,170,166,15,0,0,0,0,125,1
malignant/us242.bmp,846,379,467,4,52.33773087,15,78.40042827,86.10278373,7.70235546,58,89,125,161,4,0,0,0,0,0,121,37,65,176,172,17,0,0,0,0,119,1
malignant/us243.bmp,841,389,452,5,52.4344473,18,78.09955752,85.77212389,7.672566372,56,81,144,159,4,1,0,0,0,0,108,34,66,174,168,10,0,0,0,0,114,1
malignant/us244.bmp,799,378,421,3,53.64021164,19,80.33729216,88.29216152,7.954869359,55,70,138,164,6,0,0,0,0,0,97,23,66,157,160,14,1,0,0,0,115,1
malignant/us245.bmp,833,396,437,3,53.85858586,17,79.77116705,88.1006865,8.329519451,61,75,143,169,8,1,0,0,0,0,106,23,80,161,160,13,0,0,0,0,128,1
malignant/us246.bmp,838,377,461,7,62.48275862,20,93.80043384,104.2950108,10.49457701,108,72,123,105,60,13,4,0,0,0,132,18,103,88,125,89,33,5,0,0,173,1
malignant/us247.bmp,833,371,462,3,62.15633423,17,92.5995671,103.4372294,10.83766234,108,81,110,106,56,14,4,0,0,0,143,19,96,100,137,79,26,5,0,0,180,1
malignant/us248.bmp,853,381,472,2,60.3175853,16,94.27754237,105.2012712,10.92372881,97,78,128,99,59,11,6,0,0,0,148,15,103,93,137,87,31,6,0,0,181,1
malignant/us249.bmp,856,386,470,1,59.88601036,17,92.92553191,103.9723404,11.04680851,87,82,132,92,64,10,6,0,0,0,150,11,107,107,129,80,31,5,0,0,181,1
malignant/us250.bmp,857,384,473,5,59.1796875,18,94.00422833,105.2600423,11.25581395,88,90,125,98,56,9,6,0,0,0,152,10,106,100,136,82,33,6,0,0,194,1
